dataset,algorithm,setting,k,r,n,seeds,macro_f1_best_mean,macro_f1_best_std,macro_f1_mean_mean,macro_f1_mean_std,mia_auc_mean,mia_auc_std,trajectory_l1_mean,trajectory_l1_std,label_l1_mean,label_l1_std,target_exposure_mean,target_exposure_std,solve_time_sec_mean,solve_time_sec_std
20newsgroups,d-oblivionis,LS,,0.9,3,"42,43,44",0.4870673462817426,0.01859957567612324,0.4255186705288172,0.009308700304647087,0.5444561946699643,0.0060865857887561605,,,,,,,,
20newsgroups,d-oblivionis,LS,,1.0,3,"42,43,44",0.4724373584899901,0.011731197706066095,0.4188483090816202,0.008845621537003807,0.551942495942201,0.00862916537153646,,,,,,,,
yahoo_subset,d-federaser,AS,1,,3,"42,43,44",0.5846203376722289,0.014605508226170889,0.5846203376722289,0.014605508226170889,0.4945,0.06209675246473575,2.1785280183940876,0.40439105546163845,0.5775215124266393,0.1063383974574826,0.014247980409271352,0.003480737655946051,0.014925718307495117,0.00025737511074473885
yahoo_subset,d-federaser,AS,2,,3,"42,43,44",0.6345339060213462,0.042824780602213466,0.6345339060213462,0.042824780602213466,0.5169666666666667,0.0881298410805834,1.180326565877363,0.20099122427048,0.4418019887525155,0.06782694921671503,0.0751023683024334,0.00828277426899331,0.19876368840535483,0.016840277659873927
yahoo_subset,d-federaser,AS,3,,3,"42,43,44",0.6581926704170165,0.018101197622155153,0.6581926704170165,0.018101197622155153,0.4777222222222222,0.08546687611923258,0.7359371020772195,0.02517712061177268,0.3134774738360333,0.008999741274698988,0.05807988967383558,0.0223655115496825,0.17936293284098306,0.022166763776252197
yahoo_subset,d-federaser,AS,4,,3,"42,43,44",0.6707881601058712,0.01062885442674908,0.6554344320136157,0.01367839638447631,0.47345833333333337,0.07457750535889195,0.6347752169721309,0.008546068670973258,0.16841443724329755,0.022368955581569965,0.08285939653858493,0.02354919154864508,0.18233728408813477,0.016803406999330594
yahoo_subset,d-federaser,AS,5,,3,"42,43,44",0.6853770857645097,0.01738589023502545,0.6531119057266278,0.028485461475185506,0.4772533333333333,0.058146509974565275,0.45150090737373505,0.016646825493499946,0.15889516332431236,0.029104451211613896,0.10808384454353598,0.00314725605105742,0.14542531967163086,0.019305765141428573
yahoo_subset,d-federaser,AS,6,,3,"42,43,44",0.6783540459624956,0.01703075402196147,0.6412192887292951,0.026829615194974947,0.47444444444444445,0.05788075278717338,0.369329791533979,0.03308475320120906,0.12172298316745944,0.024623408299129845,0.11000245336580067,0.013464626981708581,0.14779996871948242,0.009744013209205694
yahoo_subset,d-federaser,AS,7,,3,"42,43,44",0.6787431314059842,0.013475311269679525,0.6436805890934582,0.016693737160387745,0.475547619047619,0.05295628839642768,0.24536821525385552,0.042506622479645505,0.07675509467598336,0.018096469644314335,0.11018582017987004,0.007353372098721505,0.14424260457356772,0.07029606390161912
yahoo_subset,d-federaser,AS,8,,3,"42,43,44",0.6725409362959055,0.02281134214262954,0.6372838401550623,0.02689458598430903,0.4772583333333333,0.04982339679363058,0.17185862028179477,0.018713598452347834,0.0337305134708837,0.010751056121277646,0.11445270300519085,0.006095866288916567,0.1538538138071696,0.05044115401414045
yahoo_subset,d-federaser,AS,9,,3,"42,43,44",0.6873491966309911,0.005749709786604303,0.6392263458629102,0.017230992135968806,0.4779814814814815,0.05378780464630818,8.870219373828073e-16,5.155706605893566e-16,2.0816681711721685e-16,1.3738309013483032e-16,0.1071393158984705,0.006592600447763153,0.008691231409708658,0.002572368791756778
yahoo_subset,d-federaser,LS,,0.1,3,"42,43,44",0.6509597015443721,0.011647025635945319,0.5979660524612429,0.010145021880435643,0.4706407407407407,0.03871362020755437,,,,,,,,
yahoo_subset,d-federaser,LS,,0.2,3,"42,43,44",0.6594467278602986,0.003194329273905233,0.6321297788101828,0.0031224089858158167,0.47746666666666665,0.04040449899571396,,,,,,,,
yahoo_subset,d-federaser,LS,,0.3,3,"42,43,44",0.6854785842594477,0.007936684406371738,0.6419908279111748,0.009162712997557014,0.4712444444444445,0.042823015041960226,,,,,,,,
yahoo_subset,d-federaser,LS,,0.4,3,"42,43,44",0.6823301231455761,0.012403977638003048,0.646039857550004,0.0003966704734716144,0.47307037037037036,0.04122744534478292,,,,,,,,
yahoo_subset,d-federaser,LS,,0.5,3,"42,43,44",0.6839734734122493,0.0071428307124591,0.6451392240679473,0.003387173374125516,0.47158148148148143,0.04227330470650864,,,,,,,,
yahoo_subset,d-federaser,LS,,0.6,3,"42,43,44",0.6868727840180705,0.007022909815431958,0.6476194371320078,0.008156137510866582,0.47198518518518523,0.04519315867718095,,,,,,,,
yahoo_subset,d-federaser,LS,,0.7,3,"42,43,44",0.6770331278694899,0.003334609932523318,0.6439595880553878,0.010419341094005663,0.47288148148148157,0.04891496975485083,,,,,,,,
yahoo_subset,d-federaser,LS,,0.8,3,"42,43,44",0.6867096911769591,0.006190109551163779,0.6393001409986874,0.013947027490379642,0.4739962962962963,0.04777398118708183,,,,,,,,
yahoo_subset,d-federaser,LS,,0.9,3,"42,43,44",0.6869834579531209,0.004970227747507093,0.6390130541173575,0.011370139481616495,0.47374444444444447,0.04859206102916122,,,,,,,,
yahoo_subset,d-federaser,LS,,1.0,3,"42,43,44",0.6834746860232964,0.0026816146869450045,0.6387963653641985,0.010194335054744603,0.47377407407407407,0.04773610614518092,,,,,,,,
yahoo_subset,d-fedosd,AS,1,,3,"42,43,44",0.3340934592478112,0.18024689569952865,0.3340934592478112,0.18024689569952865,0.4870999999999999,0.04682228814001579,2.1785280183940876,0.40439105546163845,0.5775215124266393,0.1063383974574826,0.014247980409271352,0.003480737655946051,0.015521923700968424,0.0007452064832563096
yahoo_subset,d-fedosd,AS,2,,3,"42,43,44",0.38709721977738554,0.042400618038228505,0.38709721977738554,0.042400618038228505,0.5596,0.10701563748661529,1.180326565877363,0.20099122427048,0.4418019887525155,0.06782694921671503,0.0751023683024334,0.00828277426899331,0.2016587257385254,0.016418518804248355
yahoo_subset,d-fedosd,AS,3,,3,"42,43,44",0.5946308220313797,0.10625550124708283,0.5946308220313797,0.10625550124708283,0.5258777777777777,0.06491508033054404,0.7359371020772195,0.02517712061177268,0.3134774738360333,0.008999741274698988,0.05807988967383558,0.0223655115496825,0.1819023291269938,0.02422788710712562
yahoo_subset,d-fedosd,AS,4,,3,"42,43,44",0.636660007768165,0.05265041087836442,0.5507318188337654,0.05393574076010496,0.49586250000000004,0.07000189803974363,0.6347752169721309,0.008546068670973258,0.16841443724329755,0.022368955581569965,0.08285939653858493,0.02354919154864508,0.18294080098470053,0.011911569991077587
yahoo_subset,d-fedosd,AS,5,,3,"42,43,44",0.6297732587139192,0.08008221684870687,0.5212933008007296,0.09594841213750684,0.4914866666666667,0.02691492440181758,0.45150090737373505,0.016646825493499946,0.15889516332431236,0.029104451211613896,0.10808384454353598,0.00314725605105742,0.14632789293924967,0.023809296824008473
yahoo_subset,d-fedosd,AS,6,,3,"42,43,44",0.6554026920799928,0.0675987780921689,0.5684484217203206,0.03772201474781626,0.4929055555555556,0.06090445208644942,0.369329791533979,0.03308475320120906,0.12172298316745944,0.024623408299129845,0.11000245336580067,0.013464626981708581,0.14803218841552734,0.00793731747016251
yahoo_subset,d-fedosd,AS,7,,3,"42,43,44",0.6884170377664791,0.0038425212186419064,0.5613208717995344,0.05816416301079992,0.4903666666666667,0.06406688504709109,0.24536821525385552,0.042506622479645505,0.07675509467598336,0.018096469644314335,0.11018582017987004,0.007353372098721505,0.14233644803365073,0.06762163228811671
yahoo_subset,d-fedosd,AS,8,,3,"42,43,44",0.6795192928952216,0.0054203549681225045,0.5589640385917334,0.03728444333388936,0.4947791666666667,0.058382212557041346,0.17185862028179477,0.018713598452347834,0.0337305134708837,0.010751056121277646,0.11445270300519085,0.006095866288916567,0.15455381075541177,0.049292570421834714
yahoo_subset,d-fedosd,AS,9,,3,"42,43,44",0.6373096313108428,0.04150070973768471,0.552163791083259,0.024068590739285148,0.5002740740740741,0.0529898773882724,8.870219373828073e-16,5.155706605893566e-16,2.0816681711721685e-16,1.3738309013483032e-16,0.1071393158984705,0.006592600447763153,0.005542357762654622,0.00018778590878660735
yahoo_subset,d-fedosd,LS,,0.1,3,"42,43,44",0.7327275854520436,0.010842160994710498,0.7054724787238119,0.013040501184099017,0.5040555555555556,0.06959222025012252,,,,,,,,
yahoo_subset,d-fedosd,LS,,0.2,3,"42,43,44",0.7286746686381227,0.013739211196980213,0.701677896660459,0.006998590295696429,0.5070074074074074,0.07016432231697442,,,,,,,,
yahoo_subset,d-fedosd,LS,,0.3,3,"42,43,44",0.725710182948573,0.011114158096965598,0.6861414260575146,0.012053047770457155,0.49599999999999994,0.06797078590560443,,,,,,,,
yahoo_subset,d-fedosd,LS,,0.4,3,"42,43,44",0.7239692912965897,0.009279489491575177,0.6840254402647912,0.01225669953024051,0.4984925925925926,0.06724329166800525,,,,,,,,
yahoo_subset,d-fedosd,LS,,0.5,3,"42,43,44",0.7245314951090066,0.006616776073021085,0.6840068101884594,0.01229948029271499,0.49833333333333335,0.0695378944564192,,,,,,,,
yahoo_subset,d-fedosd,LS,,0.6,3,"42,43,44",0.7193003916883981,0.008240816038716889,0.6700076032453797,0.01486468414658576,0.5017703703703703,0.07271531746262254,,,,,,,,
yahoo_subset,d-fedosd,LS,,0.7,3,"42,43,44",0.685851601080502,0.025378231900324424,0.6133529864071073,0.023912795994040153,0.5054148148148148,0.060577316737826924,,,,,,,,
yahoo_subset,d-fedosd,LS,,0.8,3,"42,43,44",0.6812713609575008,0.029372841785717342,0.6038766529079536,0.022369740247347013,0.4977740740740741,0.05482207384367415,,,,,,,,
yahoo_subset,d-fedosd,LS,,0.9,3,"42,43,44",0.6662109215340246,0.048577021475892296,0.5944598134114013,0.0375632156332948,0.49981851851851855,0.05211250044213926,,,,,,,,
yahoo_subset,d-fedosd,LS,,1.0,3,"42,43,44",0.6657624560699056,0.03965712047411947,0.5947293720251604,0.03331609062214137,0.4992370370370371,0.05104601759401518,,,,,,,,
yahoo_subset,d-fedrecovery,AS,1,,3,"42,43,44",0.3855376927498012,0.08543457774849975,0.3855376927498012,0.08543457774849975,0.5419,0.03790998109557252,2.1785280183940876,0.40439105546163845,0.5775215124266393,0.1063383974574826,0.014247980409271352,0.003480737655946051,0.015388011932373047,0.0002749417996565275
yahoo_subset,d-fedrecovery,AS,2,,3,"42,43,44",0.562514958356929,0.06416963838091118,0.562514958356929,0.06416963838091118,0.5347333333333333,0.08595255797369979,1.180326565877363,0.20099122427048,0.4418019887525155,0.06782694921671503,0.0751023683024334,0.00828277426899331,0.19806845982869467,0.018800953619938304
yahoo_subset,d-fedrecovery,AS,3,,3,"42,43,44",0.6956305299995568,0.005482260223817148,0.6956305299995569,0.00548226022381715,0.46318888888888887,0.08913932637266694,0.7359371020772195,0.02517712061177268,0.3134774738360333,0.008999741274698988,0.05807988967383558,0.0223655115496825,0.17631165186564127,0.018413581742089288
yahoo_subset,d-fedrecovery,AS,4,,3,"42,43,44",0.7133330202848307,0.011226952770951986,0.6665606609404772,0.014216600673374472,0.45009999999999994,0.05823920858551106,0.6347752169721309,0.008546068670973258,0.16841443724329755,0.022368955581569965,0.08285939653858493,0.02354919154864508,0.18010743459065756,0.017826913964581872
yahoo_subset,d-fedrecovery,AS,5,,3,"42,43,44",0.6775020755614599,0.03189193888711612,0.6521621408984087,0.03413699050145036,0.51438,0.08736349351989083,0.45150090737373505,0.016646825493499946,0.15889516332431236,0.029104451211613896,0.10808384454353598,0.00314725605105742,0.14479931195576987,0.02139452250020728
yahoo_subset,d-fedrecovery,AS,6,,3,"42,43,44",0.7057255605852994,0.005890859397823276,0.6486993302745251,0.02296940911992554,0.482311111111111,0.03289397201709959,0.369329791533979,0.03308475320120906,0.12172298316745944,0.024623408299129845,0.11000245336580067,0.013464626981708581,0.14881261189778647,0.0022294322358372173
yahoo_subset,d-fedrecovery,AS,7,,3,"42,43,44",0.6871631883967325,0.004355788708172132,0.6272855062190084,0.031975591677821144,0.5078904761904762,0.0584213411911774,0.24536821525385552,0.042506622479645505,0.07675509467598336,0.018096469644314335,0.11018582017987004,0.007353372098721505,0.1419229507446289,0.0662703708193707
yahoo_subset,d-fedrecovery,AS,8,,3,"42,43,44",0.6980467434744243,0.020125400221259793,0.6292934250751978,0.021041596714911324,0.48889166666666667,0.0619339402217305,0.17185862028179477,0.018713598452347834,0.0337305134708837,0.010751056121277646,0.11445270300519085,0.006095866288916567,0.154772679011027,0.0504941790757816
yahoo_subset,d-fedrecovery,AS,9,,3,"42,43,44",0.6936111266347735,0.013184183911931446,0.6335064251504128,0.0189577154573201,0.49062962962962964,0.061711690159417604,8.870219373828073e-16,5.155706605893566e-16,2.0816681711721685e-16,1.3738309013483032e-16,0.1071393158984705,0.006592600447763153,0.005818843841552734,0.000629359570623137
yahoo_subset,d-fedrecovery,LS,,0.1,3,"42,43,44",0.7369492295443298,0.007488677164672721,0.7164464207899338,0.006550686505377803,0.4764629629629629,0.06822944908841118,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,0.2,3,"42,43,44",0.7357904850542486,0.007890978149629479,0.7128713892161574,0.004155492117716337,0.4809185185185185,0.06876144264421036,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,0.3,3,"42,43,44",0.7237839597498367,0.01047735037151092,0.6890289157151304,0.002019505972907143,0.49332592592592595,0.061096954813780614,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,0.4,3,"42,43,44",0.7183012623613422,0.005272017195154578,0.6816789089068916,0.0060068207757871805,0.49407407407407405,0.06010582802369718,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,0.5,3,"42,43,44",0.7192645479361727,0.01884613495960371,0.6809066565479593,0.008470806986283826,0.49495185185185187,0.06261828335359323,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,0.6,3,"42,43,44",0.7198742029098066,0.010677822541261168,0.6753456314427383,0.0079336658165849,0.491437037037037,0.06010836875604784,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,0.7,3,"42,43,44",0.7100610355188585,0.007550309514335091,0.6429693165522465,0.012255838489229303,0.48611481481481483,0.049581501539632214,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,0.8,3,"42,43,44",0.7012616085515982,0.004314849010368267,0.634650708909383,0.026266327994418033,0.4945111111111111,0.040817747088322455,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,0.9,3,"42,43,44",0.681494822225248,0.008854623963129164,0.6233906469718706,0.025255373695041956,0.5002111111111112,0.050269752173042345,,,,,,,,
yahoo_subset,d-fedrecovery,LS,,1.0,3,"42,43,44",0.692266820299253,0.008006519785921583,0.617108387864658,0.011614609089560062,0.49342592592592593,0.0500095220014082,,,,,,,,
yahoo_subset,d-oblivionis,AS,1,,3,"42,43,44",0.4279346171873441,0.023758612586307324,0.4279346171873441,0.023758612586307324,0.4706666666666667,0.017936988475091203,2.1785280183940876,0.40439105546163845,0.5775215124266393,0.1063383974574826,0.014247980409271352,0.003480737655946051,0.015424489974975586,0.0007881835762050564
yahoo_subset,d-oblivionis,AS,2,,3,"42,43,44",0.6112537513881462,0.06066627027950282,0.6112537513881462,0.06066627027950282,0.5188,0.07244768227256594,1.180326565877363,0.20099122427048,0.4418019887525155,0.06782694921671503,0.0751023683024334,0.00828277426899331,0.19695162773132324,0.01624755541148599
yahoo_subset,d-oblivionis,AS,3,,3,"42,43,44",0.6937763760540662,0.013840792556779285,0.6936796783711616,0.013722220332527617,0.5131888888888889,0.07891463898994645,0.7359371020772195,0.02517712061177268,0.3134774738360333,0.008999741274698988,0.05807988967383558,0.0223655115496825,0.1909797191619873,0.012192149641911343
yahoo_subset,d-oblivionis,AS,4,,3,"42,43,44",0.684899759033088,0.03057552204597672,0.660631906380383,0.020470217240778615,0.48820833333333336,0.04990720277564042,0.6347752169721309,0.008546068670973258,0.16841443724329755,0.022368955581569965,0.08285939653858493,0.02354919154864508,0.17830697695414224,0.018525736278167892
yahoo_subset,d-oblivionis,AS,5,,3,"42,43,44",0.687378338611479,0.014758782911093078,0.6367515809702082,0.007112822211760753,0.4884933333333333,0.048979294491538886,0.45150090737373505,0.016646825493499946,0.15889516332431236,0.029104451211613896,0.10808384454353598,0.00314725605105742,0.1591049830118815,0.017855663263739576
yahoo_subset,d-oblivionis,AS,6,,3,"42,43,44",0.6978538214800161,0.013730223296279492,0.6100861883848119,0.012525175648775248,0.500211111111111,0.05156998540877949,0.369329791533979,0.03308475320120906,0.12172298316745944,0.024623408299129845,0.11000245336580067,0.013464626981708581,0.14711260795593262,0.007434605511022607
yahoo_subset,d-oblivionis,AS,7,,3,"42,43,44",0.6801093262199961,0.011808583556156065,0.6070968223041611,0.03887426574509348,0.4925,0.05760056098555238,0.24536821525385552,0.042506622479645505,0.07675509467598336,0.018096469644314335,0.11018582017987004,0.007353372098721505,0.14269057909647623,0.06844584960062716
yahoo_subset,d-oblivionis,AS,8,,3,"42,43,44",0.6823865675536829,0.004078411371575498,0.5953478785447759,0.012563011965088975,0.4978708333333333,0.048164475512444745,0.17185862028179477,0.018713598452347834,0.0337305134708837,0.010751056121277646,0.11445270300519085,0.006095866288916567,0.15376766522725424,0.04988387466349326
yahoo_subset,d-oblivionis,AS,9,,3,"42,43,44",0.6764017435603786,0.005085068679754878,0.6000551599923635,0.019687035953001863,0.49045185185185186,0.03839585168493854,8.870219373828073e-16,5.155706605893566e-16,2.0816681711721685e-16,1.3738309013483032e-16,0.1071393158984705,0.006592600447763153,0.005545775095621745,0.00036170208758410814
yahoo_subset,d-oblivionis,LS,,0.1,3,"42,43,44",0.7315327074674227,0.0071944710888193555,0.6980865729545674,0.00498970046660318,0.5024037037037037,0.06311550932335715,,,,,,,,
yahoo_subset,d-oblivionis,LS,,0.2,3,"42,43,44",0.7251874983042479,0.011727320278411339,0.6950030921021123,0.007618471928209971,0.5046111111111111,0.0654694556998119,,,,,,,,
yahoo_subset,d-oblivionis,LS,,0.3,3,"42,43,44",0.7202440226325675,0.005986884964760283,0.6800393605847336,0.016144880014127904,0.4950111111111112,0.05989382856011527,,,,,,,,
yahoo_subset,d-oblivionis,LS,,0.4,3,"42,43,44",0.7202740652747159,0.002906020326388691,0.67682083117416,0.011366655369849075,0.4968444444444444,0.06317973381893988,,,,,,,,
yahoo_subset,d-oblivionis,LS,,0.5,3,"42,43,44",0.7221474429958749,0.01883358081139685,0.6692957751549357,0.013822174794990923,0.4924925925925926,0.0597573049985177,,,,,,,,
yahoo_subset,d-oblivionis,LS,,0.6,3,"42,43,44",0.7136862306765389,0.013595532118730195,0.6518023750528859,0.016329182038098432,0.4951592592592593,0.0554829275883338,,,,,,,,
yahoo_subset,d-oblivionis,LS,,0.7,3,"42,43,44",0.7103335380936,0.0079098533571783,0.6415851209338143,0.014447055847180115,0.5001,0.05442461543669461,,,,,,,,
yahoo_subset,d-oblivionis,LS,,0.8,3,"42,43,44",0.705897111602994,0.014598273263013783,0.6183752378988694,0.03117516833671766,0.49195185185185186,0.0370378188806366,,,,,,,,
yahoo_subset,d-oblivionis,LS,,0.9,3,"42,43,44",0.7061758712231633,0.01223650195944456,0.6093367798724693,0.031555507004674715,0.48944814814814813,0.0392677684698732,,,,,,,,
yahoo_subset,d-oblivionis,LS,,1.0,3,"42,43,44",0.7057845710191024,0.018905143000037126,0.617282650022897,0.0172472304293672,0.4907666666666667,0.037836745916685115,,,,,,,,
